,country,volume,cases,deaths,index,nn-score_avg,textblob-score_avg,vader-score_avg,native-score_avg
607,Wales,60,0,24,0,0.1911764705882353,0.18379430320107837,-0.18942745098039215,0.6200980392156863
608,England,444,52,707,0,0.054720174359211796,0.09793376356403342,0.002825336413549326,0.28143881099095003
609,Scotland,88,1,50,0,0.10666696065677392,0.0698834743062695,0.027141923908010495,0.025150853673773885
610,Northern Ireland,10,0,34,0,-0.4166666666666667,0.015370370370370368,-0.12553333333333336,0.0
611,Wales,61,0,21,0,0.0725,0.15352821631493505,0.36003795833333335,0.6699999999999999
612,England,398,56,1035,0,0.11623172973979425,0.08261380947900537,0.06207432095726851,0.44287512218963826
613,Scotland,113,0,77,0,-0.15502276470018406,0.04207585457884141,0.023522891601278673,0.17656688947011528
614,Northern Ireland,11,0,51,0,-0.27777777777777773,0.11460525392817057,0.03283055555555551,0.2222222222222222
615,Wales,55,0,19,0,0.002450980392156868,0.05375091398091224,0.1444718137254902,0.4068627450980392
616,England,370,39,908,0,0.10328149173962459,0.06949231942358722,0.1359074367765872,0.4212012152273031
617,Scotland,83,0,71,0,-0.19465834200485604,0.05872094046975297,0.08617256734882646,0.2657879523644352
618,Northern Ireland,9,0,20,0,0.6333333333333333,-0.022222222222222213,-0.23769333333333328,0.3666666666666667
619,Wales,58,0,34,0,-0.265,0.03051454425204423,-0.41919625000000005,0.015000000000000013
620,England,392,43,1060,0,0.0727424043827135,0.08491473927180014,0.03251590970703789,0.2198740941934173
621,Scotland,58,1,123,0,0.026913875598086126,0.04301558897855587,0.01833489060811853,0.07429773113134742
622,Northern Ireland,2,0,71,0,0.0,0.08333333333333333,0.13006666666666666,0.3333333333333333
623,Wales,60,0,34,0,-0.09681372549019607,0.09324910298715444,0.01423229166666668,0.49142156862745096
624,England,423,52,938,0,0.1311593387977705,0.07851111462672353,0.08538542484099153,0.4256470156759869
625,Scotland,77,1,83,0,-0.051359113070193016,0.04127452683077495,0.003271392339544516,-0.17431710412075066
626,Northern Ireland,6,0,119,0,0.0,-0.14609375000000002,0.04375416666666667,-0.4166666666666667
627,Wales,58,0,20,0,0.09134615384615383,0.06980110926399993,-0.17544086538461537,0.2692307692307692
628,England,397,42,758,0,0.07884345417145366,0.09848420859495709,0.07811964146763177,0.37532914756203034
629,Scotland,92,0,66,0,0.09265480732702377,0.041903602053094964,0.05080197479477396,0.07579406372330409
630,Northern Ireland,1,0,10,0,-0.16666666666666666,0.05984848484848484,-0.09648333333333332,0.16666666666666666
631,Wales,60,0,19,0,0.3529411764705882,-0.21036501393486687,-0.27802365196078427,-0.125
632,England,460,58,1065,0,0.16202447416685387,0.09645366124395581,0.05366594429022353,0.44275927635219076
633,Scotland,121,0,44,0,0.003834174240906356,0.004206831481746134,0.12043661241750303,0.1806797690388153
634,Northern Ireland,11,0,47,0,0.5238095238095238,0.25126743626743625,0.13346111111111114,0.46031746031746024
635,Wales,59,0,28,0,0.08088235294117649,0.07832272302860536,-0.018805882352941172,0.642156862745098
636,England,391,56,875,0,0.06567303160856987,0.05933207426194605,0.06848301886856341,0.3059242029208316
637,Scotland,105,0,67,0,0.1099706744868035,-0.013291246413005178,-0.030405757061274893,0.10186757215619695
638,Northern Ireland,4,0,72,0,-0.5,0.0614583333333333,0.25780833333333336,0.5
639,Wales,57,0,34,0,0.14423076923076922,0.09483310092685092,0.14979591346153848,0.40865384615384615
640,England,344,45,1350,0,0.08404089597271415,0.06292757559200325,0.04226593005542437,0.29580463728191
641,Scotland,77,0,68,0,0.09892473118279571,0.02526422070810511,-0.027596881720430098,0.15376344086021504
642,Northern Ireland,8,0,69,0,-0.11111111111111112,0.01935185185185186,0.010569444444444428,-0.16666666666666666
643,Wales,58,0,35,0,0.7573529411764706,0.16427833763713817,0.040946446078431384,0.5563725490196079
644,England,418,48,1106,0,0.21251712933531114,0.07656430815294528,0.07926261849850486,0.3133167421803785
645,Scotland,89,1,51,0,0.09585455574419921,0.049393462381751914,-0.00292761318619128,0.06873938879456706
646,Northern Ireland,5,0,85,0,0.0,0.18240740740740738,-0.12391666666666667,0.6666666666666666
647,Wales,56,0,34,0,0.25735294117647056,0.08425888605652695,0.003614950980392162,0.4068627450980392
648,England,290,43,891,0,0.13953586446233504,0.04202332391915315,-0.022990565146862933,0.27893618636265693
649,Scotland,80,0,88,0,-0.11992738444351349,0.0232850683915632,-0.033945724060885356,0.13447842480100547
650,Northern Ireland,5,0,89,0,-0.5555555555555556,0.06473304473304471,-0.2523222222222222,-0.2222222222222222
651,Wales,64,0,40,0,0.12657563025210083,0.06285698480781196,0.08841304271708683,0.4733893557422969
652,England,392,35,1487,0,0.07952260292060734,0.09266781349567171,-0.09191516513746714,0.34173317729760927
653,Scotland,75,0,123,0,-0.02258064516129032,0.028275229315686285,-0.007825086021505381,0.11376344086021505
654,Northern Ireland,5,0,49,0,-0.27777777777777773,-0.005709876543209852,-0.2185666666666667,0.1111111111111111
655,Wales,57,0,56,0,0.1975,0.10680619083297652,0.139625875,0.41000000000000003
656,England,360,62,1149,0,0.21300874578105414,0.08081982293310311,0.019603268356503865,0.33464118377084445
657,Scotland,82,0,160,0,0.02048131080389145,0.04967139026286811,0.052694043352107874,0.0670762928827445
658,Northern Ireland,5,0,58,0,-0.3888888888888889,-0.06507936507936507,-0.18884444444444445,-0.2777777777777778
659,Wales,58,0,39,0,0.345,0.12182514655483404,0.25753275,0.39
660,England,375,55,1041,0,0.13220104297690505,0.04264336676492618,0.009111956182646224,0.11964476379053181
661,Scotland,124,0,154,0,0.016567917489576468,0.0034547282442279194,-0.06037683838051349,-0.016787360105332463
662,Northern Ireland,7,0,49,0,-0.2333333333333333,0.07999999999999996,0.22969666666666666,0.03333333333333333
663,Wales,59,0,51,0,0.17892156862745096,0.17812441698585996,0.024387990196078402,-0.05637254901960784
664,England,444,44,1239,0,-0.054257009331225126,0.08110636245182117,0.05700496570987692,0.3565093170082237
665,Scotland,130,1,156,0,-0.032074224419494715,0.05161484466837332,0.0035601309948076064,0.04863956813773117
666,Northern Ireland,11,0,71,0,-0.3,-0.008136022927689586,-0.21484666666666666,-0.19999999999999998
667,Wales,58,0,42,0,0.1838235294117647,-0.12566610166793984,-0.1998127450980392,0.11029411764705882
668,England,438,51,1507,0,0.245708840205417,0.07475889948682904,0.08240108438771801,0.35026859518662284
669,Scotland,108,1,101,0,0.1987491770901909,0.07819761164776386,0.10576804641211324,0.2972240509106869
670,Northern Ireland,6,0,77,0,-0.08333333333333333,0.09999999999999998,0.4154083333333333,-0.08333333333333333
671,Wales,65,0,50,0,0.0675,-0.017191862542839123,-0.11281787499999998,-0.14250000000000002
672,England,393,58,1669,0,0.08805703573022067,0.10448947910508638,0.0288624518479194,0.28382707227204834
673,Scotland,91,1,159,0,0.12321315623023402,-0.025048889511409007,-0.06483109740670463,0.14892021324658894
674,Northern Ireland,7,0,61,0,0.6666666666666666,-0.017175099206349183,-0.09862083333333334,0.25
675,Wales,58,0,51,0,0.35833333333333334,0.2638517051467052,0.39523683333333337,0.13833333333333336
676,England,352,70,1477,0,0.115730700718739,0.07023711670240365,0.009753286007719013,0.23793652519729075
677,Scotland,89,0,141,0,0.1075268817204301,-0.035868011916399024,-0.051249032258064514,0.2335483870967742
678,Northern Ireland,5,0,118,0,-0.2777777777777778,-0.03657407407407407,-0.05398888888888887,-0.2777777777777778
679,Wales,69,0,77,0,0.042789757412398904,0.04927340161336122,-0.03311607142857141,0.17823450134770885
680,England,424,52,2576,0,0.15643714385523466,0.11224490231089387,-0.02984956913580571,0.2753256307349239
681,Scotland,90,0,208,0,-0.12447817836812144,0.06286435106789537,-0.06920933925182977,0.26799945784765516
682,Northern Ireland,5,0,106,0,-0.3333333333333333,0.0832539682539682,0.06996666666666668,0.0
683,Wales,58,0,98,0,-0.08499999999999999,0.04002627793349224,-0.008323000000000053,0.635
684,England,515,51,2528,0,0.06301940598234693,0.05673367206213546,-0.014863990445128155,0.25515268706886585
685,Scotland,107,0,146,0,-0.06959921798631476,0.014322001685793832,0.004531819159335283,-0.0316911045943304
686,Northern Ireland,5,0,141,0,0.11111111111111109,0.09357638888888886,0.06799444444444443,-0.22222222222222224
687,Wales,67,0,133,0,-0.22243589743589745,0.04472985293786074,-0.1168437980769231,0.08108974358974357
688,England,580,57,2094,0,-0.02597827777916711,0.05371589162146175,-0.009755393998207367,0.32667644983109406
689,Scotland,122,0,176,0,0.2041283966311775,0.07028420177070163,0.06344455723290428,0.4667673075904444
690,Northern Ireland,11,0,40,0,-0.08333333333333333,0.10965458152958152,0.002029166666666693,0.25
691,Wales,80,0,150,0,0.5008333333333332,0.13008601617927787,0.04882204166666665,0.25999999999999995
692,England,737,51,2286,0,-0.021408713435775256,0.06637777248352365,-0.05194519117799032,0.30807996454447795
693,Scotland,112,0,159,0,0.16341360685793568,0.05043966861805422,0.05299826519994054,0.12066299985134533
694,Northern Ireland,13,0,49,0,0.38888888888888884,0.016964285714285713,-0.2406380952380953,0.07142857142857141
695,Wales,80,0,165,0,0.02121212121212121,0.1772793922153534,0.17300124999999997,0.6962121212121212
696,England,628,41,2578,0,0.17078768340745948,0.06484592960973155,-0.005258836099220779,0.26977834114439364
697,Scotland,167,0,161,0,0.01171795752440913,0.014679671961655079,0.047859351914093844,0.14747098876131134
698,Northern Ireland,13,0,78,0,0.06666666666666667,0.011010101010101032,0.07033555555555554,0.12222222222222223
699,Wales,72,0,102,0,-0.0392857142857143,0.0944535759379509,0.08545367559523809,0.36339285714285713
700,England,573,40,3143,0,0.17252154734948605,0.06592958155161519,0.02036371182306891,0.2769374063837798
701,Scotland,168,0,175,0,0.025017921146953406,0.02264172032666656,-0.01830671863799283,0.17476702508960573
702,Northern Ireland,10,0,88,0,-0.6333333333333333,0.1034523809523809,-0.05255222222222222,-0.055555555555555546
703,Wales,68,0,133,0,0.34935897435897434,-0.003534039022320218,-0.0712084134615384,0.41506410256410253
704,England,528,57,3008,0,0.12995262177813494,0.08606699050889717,0.007749566934884383,0.2520836093416739
705,Scotland,131,0,221,0,-0.007741814053174502,0.031563660271440946,-0.04153994860951733,0.0708776808356051
706,Northern Ireland,6,0,104,0,-0.19999999999999998,0.0039537037037037,-0.16000666666666666,0.3333333333333333
707,Wales,70,0,164,0,-0.29947214734950584,0.013268614874599526,-0.1697517716756514,0.06536388140161722
708,England,420,55,2837,0,0.02819165682802046,0.06566205371989432,0.0015632200413223107,0.21013085399449036
709,Scotland,110,1,244,0,-0.2646293152235427,0.007471416532146185,0.048306540140674266,0.06824318861670303
710,Northern Ireland,7,0,87,0,-0.2222222222222222,0.09112794612794611,0.10043055555555558,0.16666666666666666
711,Wales,57,0,162,0,0.39215686274509803,0.008969206053633575,-0.21683308823529412,0.051470588235294115
712,England,547,59,2259,0,0.12082501392209917,0.10839451959579197,0.07093816170041273,0.389027787970479
713,Scotland,111,3,70,0,-0.010668024148894357,0.025576965420783387,-0.06858603854535063,-0.1622344871932269
714,Northern Ireland,12,0,109,0,0.2916666666666667,0.07098484848484844,0.0014645833333333247,0.125
715,Wales,72,0,183,0,0.20501373626373626,0.09595682895121369,0.05297645947802201,0.05837912087912085
716,England,586,70,2649,0,0.10111946681875127,0.13033204769634876,0.03154250606426223,0.3148399113617961
717,Scotland,130,0,267,0,0.08456733230926777,0.03716390739570102,0.011483051203277002,0.1056426011264721
718,Northern Ireland,12,0,79,0,0.3412698412698412,0.04773599086099085,-0.0461968253968254,-0.3253968253968254
719,Wales,69,0,110,0,0.009259259259259245,0.0037361170218429066,0.004302199074074069,0.5324074074074074
720,England,555,62,3396,0,0.05098055957353482,0.055530889337770464,0.012079318345314782,0.3856182227273996
721,Scotland,115,0,267,0,0.14244796188695205,0.08280829686786381,0.03859672978027116,0.06803312629399587
722,Northern Ireland,11,0,129,0,0.06666666666666667,0.057128787878787855,-0.06115333333333331,-0.3333333333333333
723,Wales,78,0,199,0,0.1484126984126984,0.06886750584072007,0.021002991071428556,0.16636904761904764
724,England,639,63,2788,0,0.07293032211407988,0.08413056098809978,0.005098890331382847,0.2874791593926373
725,Scotland,140,1,290,0,0.002170122297965321,0.06936945927819314,-0.024522144414477552,0.20055450553443713
726,Northern Ireland,8,0,149,0,0.35714285714285715,0.1365815897065897,0.19227142857142857,0.4047619047619047
727,Wales,74,0,168,0,0.07375,-0.0052849427684584,-0.016527562500000016,0.39875
728,England,515,66,3771,0,-0.06659236102734553,0.05213200580383337,-0.0647342795893477,0.2464984989210995
729,Scotland,142,2,203,0,0.005649005649005659,0.04109250735091224,-0.03782585619795297,0.11074564300370751
730,Northern Ireland,15,0,163,0,0.0,-0.02513412786989799,-0.3931291666666666,0.16666666666666666
731,Wales,76,0,185,0,0.40192307692307694,0.1178000385031635,0.03275298076923079,0.5567307692307693
732,England,587,59,3638,0,-0.06678738761045201,0.05658204386267073,-0.054794337388786,0.2757481912672566
733,Scotland,126,0,350,0,0.1740824229533907,0.044131383460374464,0.02459842046394465,0.21688327801231025
734,Northern Ireland,13,0,222,0,-0.18253968253968256,-0.041118526535193184,-0.09021071428571426,-0.14285714285714282
735,Wales,73,0,212,0,-0.15057277628032342,-0.0231461613889201,-0.08557966896900265,-0.0456199460916442
736,England,525,71,3279,0,0.09408799902857626,0.050302718029086764,-0.0784198479388231,0.24883464787115042
737,Scotland,92,3,245,0,0.09800307219662058,0.003698738953059224,-0.10540216589861752,-0.009216589861751156
738,Northern Ireland,7,0,176,0,0.5,0.06261363636363636,0.12563888888888888,0.05555555555555556
739,Wales,63,0,199,0,0.5028571428571429,0.16218118686868682,0.18724624999999998,0.5485714285714286
740,England,740,68,3754,0,0.016135798883823695,0.07219660621318902,-0.049481664056512525,0.2964528605410211
741,Scotland,141,2,255,0,0.09352574985851726,0.028619066660613063,0.04636385776268629,0.12407093001320506
742,Northern Ireland,7,0,125,0,-0.05555555555555556,0.05247974537037037,-0.038097222222222234,0.1111111111111111
743,Wales,72,0,234,0,-0.20518207282913165,0.0989825064056739,-0.029958718487394925,0.3490896358543417
744,England,927,79,4187,0,0.009029271232305024,0.06435426144369807,-0.01588655892071529,0.28901899453610636
745,Scotland,232,2,383,0,0.06294775764279695,0.060314889962806054,-0.04756580322978126,0.09659788300612372
746,Northern Ireland,22,0,75,0,0.19696969696969693,0.05432510713192529,-0.06054242424242425,0.28484848484848485
747,Wales,98,0,281,0,0.20030165912518855,0.06596086651808156,0.018836842948717944,0.12647058823529414
748,England,722,92,5083,0,0.14826584312696875,0.08416212231148343,0.025251154060886846,0.3467373175363256
749,Scotland,153,1,486,0,-0.1562591963780419,0.05133379281172603,0.05674645048104131,0.270509337860781
750,Northern Ireland,12,0,220,0,-0.26666666666666666,0.05013893899310567,-0.09515333333333331,0.26666666666666666
751,Wales,70,0,389,0,-0.010000000000000009,0.2263612610479798,-0.059467062500000015,0.06125
752,England,607,73,5632,0,0.15633565268500513,0.0765682711471408,0.02126167831600267,0.4129862004172361
753,Scotland,153,2,465,0,-0.02711465252839727,0.006002598493008735,0.0005866368797168287,0.26202569753761895
754,Northern Ireland,21,0,189,0,0.5454545454545454,0.16782115371401085,0.3024430735930736,0.3614718614718615
755,Wales,74,0,348,0,0.46442610062893086,0.08440553732932857,0.16610001965408802,0.4785770440251572
756,England,619,70,5723,0,0.23072889353209722,0.11349849717172299,0.059958639461148315,0.32181886195460147
757,Scotland,133,1,558,0,0.14287374702402242,0.028852012021939943,0.028000723430778494,0.3229933651452141
758,Northern Ireland,11,0,273,0,0.18888888888888888,0.06531447285353532,0.12193777777777777,0.16666666666666666
759,Wales,67,0,320,0,0.27694444444444444,0.08443066174517994,-0.057129472222222207,-0.16833333333333333
760,England,576,70,4639,0,0.10230054494764342,0.04806765375291647,-0.004406004333000838,0.3329618434975636
761,Scotland,112,2,714,0,0.16054013503375844,0.044395711301562744,0.04959780153371676,0.2434441943819288
762,Northern Ireland,8,0,319,0,0.08333333333333333,0.050501543209876563,0.08245000000000001,0.3333333333333333
763,Wales,70,0,370,0,0.2725490196078431,0.07445354910134033,0.06185504901960785,0.7318627450980393
764,England,516,94,4800,0,-0.03384973117480246,0.07665418468468194,-0.019413506045780356,0.39149597257479146
765,Scotland,110,2,344,0,0.23280616731350287,0.026214807108974666,-0.021588380066424682,0.2539987041236636
766,Northern Ireland,5,0,187,0,0.5,0.06022727272727272,-0.3015791666666667,-0.16666666666666666
767,Wales,76,0,362,0,-0.1169467787114846,0.06455387684324568,0.09499111227824461,0.09932306255835666
768,England,543,97,3316,0,0.1215852709301096,0.09263503739194436,0.022203772540504624,0.40967245213039855
769,Scotland,121,3,222,0,0.11311473472763794,0.010525158848546969,-0.018862218421363583,0.15971995746189296
770,Northern Ireland,9,0,220,0,0.39999999999999997,0.0792303992303992,0.08330999999999998,0.28888888888888886
771,Wales,73,0,286,0,0.15525210084033617,0.08740383637672235,0.07079213585434174,0.3457282913165266
772,England,605,74,5651,0,0.11765193212896104,0.08214686679716497,-0.03971817200442745,0.32272715337665486
773,Scotland,115,1,806,0,-0.06826258078673716,0.07307231460926292,0.0694326466018249,0.332922763278048
774,Northern Ireland,16,0,320,0,0.19047619047619047,0.04581769127404045,0.12751607142857144,0.28571428571428575
775,Wales,73,0,366,0,0.12339743589743589,0.10090241722753739,-0.06231955128205127,0.24038461538461542
776,England,491,95,5656,0,0.18967900336359975,0.04852796027674675,-0.006942355782240597,0.35796636604978943
777,Scotland,123,4,640,0,-0.09414513801610576,0.05151589597337291,0.05309981096681096,-0.07179537308569568
778,Northern Ireland,11,0,424,0,-0.125,0.09776278409090909,-0.15566458333333333,0.20833333333333334
779,Wales,68,0,388,0,0.02892156862745099,0.14832038625635435,-0.004514975490196083,0.31813725490196076
780,England,592,107,5589,0,0.16000465788377433,0.07719869795071302,0.039410395754348876,0.35630438711272866
781,Scotland,167,5,668,0,0.011533566637930974,0.08568488642723047,-0.028545434207045205,0.15025045647436538
782,Northern Ireland,8,0,259,0,0.08333333333333333,0.0569394841269841,0.09459583333333332,0.5833333333333334
783,Wales,74,0,398,0,-0.2652380952380953,0.10009619364528216,0.10254744841269842,0.38706349206349205
784,England,894,105,4797,0,0.11151770904391321,0.10042567432446314,0.04285722316199872,0.3973427820935492
785,Scotland,241,1,775,0,0.08937503186351112,0.021639348539857856,0.03279630566139783,0.3898656080222901
786,Northern Ireland,25,0,934,0,0.18148148148148147,0.12624218374218368,0.16038148148148149,0.0074074074074074
787,Wales,96,0,462,0,0.16652930402930402,0.0870775592525034,-0.10675257898351652,0.40815018315018314
788,England,648,104,10806,0,0.05173231347023213,0.031167558862030598,0.006495237720337128,0.3887423470295442
789,Scotland,138,3,764,0,-0.10281028124048787,0.0015153741007795294,-0.06064790665902157,-0.07107817112276753
790,Northern Ireland,19,0,726,0,0.18888888888888888,0.24210948773448773,0.1198813888888889,0.5111111111111112
791,Wales,74,0,576,0,0.15833333333333335,0.04344023606601729,0.00765911111111111,0.2488888888888889
792,England,566,87,21309,0,-0.057651700646353055,0.07354257880818776,0.017126307241035848,0.2452702555911112
793,Scotland,103,3,758,0,-0.049043807108323234,0.047366399346063175,0.039683271625207114,0.27150254569609406
794,Northern Ireland,15,0,462,0,-0.2878787878787879,0.11329763180141965,0.06805378787878785,0.6060606060606061
795,Wales,81,0,432,0,0.0966880341880342,0.0015911684834675685,0.04594572649572648,0.12072649572649574
796,England,728,104,10685,0,-0.0020486199503601597,0.035015162290110015,-0.060188998259053106,0.1644097123504172
797,Scotland,156,2,697,0,0.2439387564282375,0.08027985370088718,-0.0006432840112201881,0.19815100514259
798,Northern Ireland,18,0,616,0,-0.2333333333333333,0.08521475168350168,0.03741999999999999,0.6333333333333334
799,Wales,83,0,596,0,0.0072390572390572255,-0.018447072467550705,-0.1575412920875421,0.360016835016835
800,England,663,105,12648,0,-0.026578967506000993,0.054568605743273,-0.008850980323858296,0.2527544095546488
801,Scotland,149,4,800,0,-0.04885107723817401,0.014355708526340237,-0.03662297930862447,0.13096117741279031
802,Northern Ireland,14,0,669,0,-0.16666666666666666,0.05119667658730157,-0.22091388888888888,0.3333333333333333
803,Wales,84,0,425,0,0.10863095238095236,0.07363538385287824,0.018893824404761922,0.19047619047619047
804,England,682,118,11528,0,0.08569303213950978,0.06568824446489893,0.002631209418602394,0.30041319820122564
805,Scotland,223,9,1054,0,0.061998888779945735,0.03942285498366456,0.03499068873037663,0.39235611334444553
806,Northern Ireland,17,0,828,0,0.24603174603174602,-0.02550515071348407,-0.16497031746031746,0.626984126984127
807,Wales,76,0,752,0,0.15887605042016806,0.07260451527122841,0.045116277135854345,0.3275560224089636
808,England,696,112,14952,0,0.026532676207753705,0.07123929576595724,-0.02067712383469903,0.2921977828853499
809,Scotland,188,11,1027,0,0.08220392510715092,0.029599906322591196,-0.033995626682457335,0.40451349725543273
810,Northern Ireland,20,0,923,0,0.028205128205128212,-0.046019489769489795,-0.006708974358974354,-0.4948717948717949
811,Wales,70,0,638,0,-0.6216346153846154,0.06616446758536598,-0.06508513621794873,0.21907051282051282
812,England,483,110,10772,0,0.23531819917192093,0.049313746216598765,-0.01651006275502255,0.28552475508683967
813,Scotland,167,6,1246,0,0.014371567267802166,0.1002106784626364,-0.04446711883495289,0.0760739487994057
814,Northern Ireland,13,0,1080,0,0.07936507936507937,0.06070226070226067,0.004898412698412698,0.12698412698412698
815,Wales,71,0,766,0,0.05288461538461539,0.019865583815779075,-0.04484170673076922,0.10817307692307691
816,England,609,122,12628,0,0.1868343157932909,0.12010433161856637,0.06822110887711813,0.33514690868050273
817,Scotland,145,10,1009,0,0.01861611506772797,0.009311900679156245,0.01588559824046921,0.23192570869990223
818,Northern Ireland,8,0,902,0,0.3333333333333333,0.05245791245791242,0.14504305555555555,0.3333333333333333
819,Wales,65,0,627,0,-0.4100140056022409,0.12703891240839768,-0.44749644607843136,-0.15738795518207283
820,England,549,143,10383,0,0.10204418403909954,0.06401346224241747,-0.048892520960683326,0.3204159953672154
821,Scotland,135,10,956,0,-0.030883590462833094,0.01197417343199542,-0.06503739173846255,0.027132171241568154
822,Northern Ireland,5,0,1066,0,-0.5,0.1587373737373737,0.09996666666666666,0.8333333333333334
823,Wales,63,0,467,0,-0.15166666666666667,0.014012844967532466,-0.189206375,0.45166666666666666
824,England,720,131,11647,0,0.17551173045887633,0.10502745820085703,-0.05594091063710778,0.30583969735925337
825,Scotland,149,8,961,0,0.27371596145789695,0.05911313153294334,0.14425925001163709,0.31929432574593863
826,Northern Ireland,12,0,877,0,-0.11111111111111109,0.0901545214045214,-0.05419444444444447,0.19444444444444442
827,Wales,85,0,487,0,-0.004117999401018285,0.09143840698085978,-0.042593016247379455,0.017782270140760698
828,England,659,134,14310,0,0.016513800902192823,0.07532489205481784,0.025166939444633548,0.23516280260663452
829,Scotland,138,11,1297,0,0.15270120560443143,0.04095043828196582,0.05071932714239165,0.1965786901270772
830,Northern Ireland,17,0,863,0,-0.2972222222222222,0.14916776895943562,0.1201573611111111,-0.22777777777777777
831,Wales,76,0,764,0,0.10379901960784314,0.09508087317944852,0.056257218137254913,0.3847222222222222
832,England,655,139,16132,0,0.14665122756031845,0.07734872811749573,0.005697403463750066,0.2154515223833406
833,Scotland,145,6,1429,0,0.023231392263650345,0.06005245365985464,0.009676127984918311,0.11668621700879765
834,Northern Ireland,25,0,1217,0,-0.1549707602339181,0.15338746425271327,0.03302426900584799,0.3947368421052631
835,Wales,88,0,946,0,-0.04065664727429433,0.14221934156274688,-0.14590726675285498,0.358974358974359
836,England,684,160,16139,0,0.08797528687777588,0.092867012505065,0.019963469709940868,0.3300571642048226
837,Scotland,97,16,1351,0,-0.07038839296903814,0.0345173839575263,0.005485032619710035,0.07379358992262218
838,Northern Ireland,9,0,763,0,0.5,0.07278724747474745,-0.14365833333333333,0.16666666666666666
839,Wales,83,0,727,0,0.18697478991596633,-0.057692206406973603,-0.1354972864145658,0.2079831932773109
840,England,581,163,12176,0,0.1408858798165563,0.0734396100468565,-0.021828294124538346,0.2761972070966127
841,Scotland,89,19,1196,0,0.08182283666154634,0.015040939091630312,-0.0004596466973886521,0.5214541730670763
842,Northern Ireland,23,0,1299,0,0.3051282051282051,0.09745174096736597,0.017302051282051274,0.5153846153846154
843,Wales,74,0,979,0,-0.0667600373482726,0.11298606298580036,-0.10691023284313726,0.11210317460317457
844,England,474,201,13299,0,0.05722914402281889,0.07875935220729818,0.006135547657631771,0.2145650510068762
845,Scotland,123,10,1167,0,0.10097798259088582,0.027884650077345197,0.010718264464925749,0.19758832565284182
846,Northern Ireland,10,0,1031,0,-0.02777777777777779,0.015549843674843668,0.016613888888888883,0.08333333333333333
847,Wales,62,0,674,0,0.20400943396226415,-0.013780577127275224,-0.12050849056603774,0.04009433962264153
848,England,488,150,14704,0,0.17521060097055785,0.0626410981328638,-0.017246658936125276,0.24313634734446216
849,Scotland,88,21,316,0,0.04634307817419772,0.010599615047788662,-0.04752094961371645,-0.00825035969722877
850,Northern Ireland,13,0,1012,0,-0.022222222222222237,0.09283832371332368,0.1756080555555555,0.38888888888888884
851,Wales,65,0,950,0,-0.21771978021978022,0.08356479268344501,0.022671050824175788,0.4217032967032967
852,England,539,197,16365,0,-0.022841031535599167,0.08476170712464061,0.016524458718104828,0.24129512113974744
853,Scotland,105,15,993,0,0.01269375785504818,0.029885595384808013,-0.05487719243122469,0.17179164921100407
854,Northern Ireland,15,0,820,0,0.2333333333333333,0.09838914943081607,-0.003616111111111079,0.3666666666666667
855,Wales,64,0,626,0,-0.1725,-0.01682659657086741,-0.15513108333333325,0.3575
856,England,541,225,17814,0,0.1306105134388074,0.059089451557802146,0.028736705466506196,0.3744535720241615
857,Scotland,120,17,1456,0,-0.09045424621461488,0.061687564433343174,0.06775858459512839,0.04942944919903444
858,Northern Ireland,15,0,913,0,0.2809523809523809,0.06843253968253964,0.06188476190476188,0.10952380952380947
859,Wales,68,0,1148,0,-0.038207547169811326,-0.00781481977796835,-0.07148613207547172,0.35094339622641507
860,England,615,247,22948,0,0.1852908811462364,0.061710790654494654,0.033793528718810466,0.35401728922676373
861,Scotland,117,11,1739,0,-0.12083973374295955,0.0470692195267308,-0.03799177163338455,0.11449052739375319
862,Northern Ireland,22,0,1039,0,0.4888888888888889,0.1199621212121212,0.16316166666666668,0.3444444444444444
863,Wales,62,0,962,0,-0.1307142857142857,0.07803445286732114,0.1680856964285714,0.5378571428571428
864,England,505,235,17354,0,0.09802364747551913,0.11201353197388976,0.05575973057490638,0.33627695239994704
865,Scotland,130,17,1712,0,0.026984126984126975,0.045157289614010034,0.013405522273425487,0.16277521761392733
866,Northern Ireland,12,0,1042,0,-0.15555555555555556,0.06923063973063971,0.01524333333333328,0.2333333333333333
867,Wales,68,0,1134,0,0.07745098039215688,-0.03506467837292745,-0.18343947303921565,0.3659313725490196
868,England,396,242,17116,0,0.2104608718098454,0.10712579898420112,0.03438933593158225,0.29957703342600706
869,Scotland,158,17,1401,0,0.07481004131858023,0.045864841277630575,0.029343572048760855,0.23817122156780599
870,Northern Ireland,14,0,1252,0,0.26666666666666666,0.07298412698412694,0.3675649999999999,0.26666666666666666
871,Wales,75,0,761,0,0.07107843137254902,0.09655954569327725,-0.10168835784313723,0.4840686274509804
872,England,502,224,19332,0,0.13924319579365588,0.10051288535570015,0.07412760934086615,0.2672137579586513
873,Scotland,109,20,1433,0,0.13210445468509985,0.004245491340883032,-0.028934892473118284,0.046543778801843315
874,Northern Ireland,3,0,923,0,-0.16666666666666666,0.04801587301587301,-0.19871666666666665,0.16666666666666666
875,Wales,66,0,1324,0,0.4251373626373626,0.06739216079059825,-0.11990376602564098,0.34180402930402926
876,England,481,241,16487,0,0.09503099490622315,0.0525117548387833,0.02180293460917929,0.3911312990451762
877,Scotland,118,22,1303,0,0.03859796117860635,0.02342936322094013,0.00836157100963553,0.1541032444258251
