date,county,country,nn-predictions_avg,nn-score_avg,vader-predictions_avg,vader-score_avg,textblob-predictions_avg,textblob-score_avg,native-predictions_avg,native-score_avg,id
2020-03-21,Cumbria,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
2020-03-21,Dumfries,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
2020-03-21,The Stewartry of Kirkcudbright,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
2020-03-21,Wigtown,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
2020-03-21,Fife,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
2020-03-21,Angus,Scotland,1.0,1.0,1.0,0.4404,1.0,0.6,1.0,1.0,57
2020-03-21,Dunbartonshire,Scotland,-1.0,-1.0,-1.0,-0.46575,-1.0,-0.265625,-1.0,-1.0,58
2020-03-21,Ayrshire and Arran,Scotland,0.3333333333333333,0.3333333333333333,-0.6666666666666666,-0.40829999999999994,0.3333333333333333,0.03333333333333333,0.3333333333333333,0.3333333333333333,59
2020-03-21,Kincardineshire,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
2020-03-21,City of Aberdeen,Scotland,-0.3333333333333333,-0.3333333333333333,-1.0,-0.44593333333333335,0.0,-0.02103174603174603,0.3333333333333333,0.3333333333333333,61
2020-03-21,Aberdeenshire,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
2020-03-21,Ross and Cromarty,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
2020-03-21,Inverness,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
2020-03-21,Banffshire,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
2020-03-21,Moray,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
2020-03-21,Sutherland,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
2020-03-21,Caithness,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
2020-03-21,Shetland,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
2020-03-21,Renfrewshire,Scotland,0.42857142857142855,0.42857142857142855,-0.14285714285714285,-0.23079999999999998,0.14285714285714285,-0.012460317460317465,0.42857142857142855,0.42857142857142855,70
2020-03-21,Tyne & Wear,England,0.2727272727272727,0.2727272727272727,-0.18181818181818182,-0.0850818181818182,-0.2727272727272727,-0.08593587389041933,0.2727272727272727,0.2727272727272727,71
2020-03-21,Lincolnshire,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
2020-03-21,East Riding of Yorkshire,England,0.25,0.25,0.25,0.2696125,0.125,-0.011621392496392505,0.0,0.0,73
2020-03-21,North Yorkshire,England,0.29411764705882354,0.29411764705882354,-0.11764705882352941,-0.0852235294117647,0.29411764705882354,0.08907396797102678,0.058823529411764705,0.058823529411764705,74
2020-03-21,West Glamorgan,Wales,0.25925925925925924,0.25925925925925924,-0.14814814814814814,-0.0662851851851852,0.1111111111111111,0.01800216672901857,0.48148148148148145,0.48148148148148145,75
2020-03-21,Durham,England,-1.0,-1.0,-1.0,-0.7906,1.0,0.0145238095238095,1.0,1.0,76
2020-03-21,Kent,England,0.3333333333333333,0.3333333333333333,0.0,-0.08823333333333334,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,77
2020-03-21,Essex,England,-1.0,-1.0,-0.5,-0.23835,-1.0,-0.17777777777777776,-1.0,-1.0,78
2020-03-21,Suffolk,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
2020-03-21,Northumberland,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
2020-03-21,Argyll and Bute,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
2020-03-21,Mid Glamorgan,Wales,0.25925925925925924,0.25925925925925924,-0.14814814814814814,-0.0662851851851852,0.1111111111111111,0.01800216672901857,0.48148148148148145,0.48148148148148145,82
2020-03-21,Orkney,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
2020-03-21,Gwent,Wales,0.3333333333333333,0.3333333333333333,0.5,0.2885333333333333,0.3333333333333333,0.02364969135802468,0.6666666666666666,0.6666666666666666,84
2020-03-21,South Glamorgan,Wales,0.25925925925925924,0.25925925925925924,-0.14814814814814814,-0.0662851851851852,0.1111111111111111,0.01800216672901857,0.48148148148148145,0.48148148148148145,85
2020-03-21,Norfolk,England,1.0,1.0,1.0,0.4199,1.0,0.25,-1.0,-1.0,86
2020-03-21,Western Isles,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87
2020-03-21,Cornwall,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
2020-03-21,Dorset,England,0.5,0.5,0.375,0.21916249999999998,0.125,0.025272817460317478,0.75,0.75,89
2020-03-21,ANTRIM,Northern Ireland,0.058823529411764705,0.058823529411764705,-0.17647058823529413,-0.04798823529411766,-0.058823529411764705,0.028497686953569315,0.29411764705882354,0.29411764705882354,90
2020-03-21,ARMAGH,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
2020-03-21,DOWN,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
2020-03-21,FERMANAGH,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93
2020-03-21,LONDONDERRY,Northern Ireland,1.0,1.0,1.0,0.9285,1.0,0.390625,1.0,1.0,94
2020-03-21,TYRONE,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
2020-03-22,Bedfordshire,England,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.18256428571428568,0.35714285714285715,0.09092944753659042,0.0,0.0,0
2020-03-22,Berkshire,England,0.05263157894736842,0.05263157894736842,-0.3157894736842105,-0.23016842105263158,-0.05263157894736842,0.03519618174223436,0.15789473684210525,0.15789473684210525,1
2020-03-22,Buckinghamshire,England,0.2,0.2,0.2,0.20293999999999998,0.4,0.07521990740740739,0.2,0.2,2
2020-03-22,Cambridgeshire,England,-0.2,-0.2,0.6,0.1851,-0.6,-0.26271957671957674,-0.2,-0.2,3
2020-03-22,Cheshire,England,0.3684210526315789,0.3684210526315789,-0.10526315789473684,-0.07651578947368422,0.15789473684210525,-0.011006113769271682,0.3684210526315789,0.3684210526315789,4
2020-03-22,Greater Manchester,England,-0.034482758620689655,-0.034482758620689655,-0.25287356321839083,-0.11440459770114943,0.0,-0.012227908186959926,0.12643678160919541,0.12643678160919541,5
2020-03-22,Hertfordshire,England,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.2712666666666667,-0.6666666666666666,-0.055,1.0,1.0,6
2020-03-22,Northamptonshire,England,-0.09090909090909091,-0.09090909090909091,0.0,0.015490909090909081,0.09090909090909091,0.09489337822671154,0.09090909090909091,0.09090909090909091,7
2020-03-22,Rutland,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2020-03-22,Nottinghamshire,England,0.0,0.0,0.0,-0.034364999999999986,0.15,0.05223502886002884,0.1,0.1,9
2020-03-22,Oxfordshire,England,0.2,0.2,0.2,0.06598000000000001,0.5,0.15096825396825397,0.4,0.4,10
2020-03-22,Shropshire,England,1.0,1.0,1.0,0.7011000000000001,0.5,0.20606060606060606,0.0,0.0,11
